MODEL_BEL_14_3;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;;;;;x
MODEL_BEL_14_4;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;;;;;x
MODEL_BEL_14_5;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;;;;;x
MODEL_BEL_14_6;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;;;;;x
MODEL_BEL_14_7;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;;;;;x
MODEL_BEL_15_1;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;;;X
MODEL_BEL_15_2;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;;;X
MODEL_BEL_15_3;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;;;X
MODEL_BEL_15_4;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;;;;;x
MODEL_BEL_15_5;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;;;;;x
MODEL_BEL_15_6;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;;;;;x
MODEL_BEL_15_7;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;;;;;x
MODEL_BEL_15_8;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;;;;;x
MODEL_BEL_15_9;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;;;;;x
MODEL_BEL_15_10;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;;;;;x
MODEL_BEL_16_1;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;;;X
MODEL_BEL_16_2;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;;;;;x
MODEL_BEL_16_3;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;;;;;x
MODEL_BEL_16_4;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;;;X
MODEL_BEL_17_0;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;;;X
MODEL_BEL_17_1;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;;;X
MODEL_BEL_17_2;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;;;X
MODEL_BEL_17_3;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;;;X
MODEL_BEL_17_4;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;;;;;x
MODEL_BEL_17_5;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;;;;;x
MODEL_BEL_17_6;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;;;;;x
MODEL_BEL_17_7;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;;;;;x
MODEL_BEL_17_8;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;;;;;x
MODEL_BEL_17_9;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;;;;;x
MODEL_BEL_18_0;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;;;X
MODEL_BEL_18_1;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;;;;;x
MODEL_BEL_18_2;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;;;;;x
MODEL_BEL_18_3;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;;;;;x
MODEL_BEL_18_4;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;;;;;x
MODEL_BEL_18_5;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;;;;;x
MODEL_BEL_19_0;V1;V1;V1;V1;V1;V1;;;;;x
MODEL_BEL_20_0;V2;V2;V2;V2;V2;V2;;;;;x
MODEL_BEL_20_1;V2A6;V2A6;V2A6;V2A6;V2A6;V2A6;;;;;x
MODEL_BEL_20_2;V3A5;V3A5;V3A5;V3A5;V3A5;V3A5;;;;;x
BRIG_MODEL_BEL_14_0;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;;;;;x
BRIG_MODEL_BEL_14_1;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;;;;;x
BRIG_MODEL_BEL_14_2;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;;;;;x
BRIG_MODEL_BEL_14_3;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;;;;;x
BRIG_MODEL_BEL_14_4;M.CLV / Ad.LXXXVII-C Stuka;M.CLV / Ad.LXXXVII-C Stuka;M.CLV / Ad.LXXXVII-C Stuka;M.CLV / Ad.LXXXVII-C Stuka;M.CLV / Ad.LXXXVII-C Stuka;M.CLV / Ad.LXXXVII-C Stuka;;;;;x
BRIG_MODEL_BEL_14_5;Bf.CIX-U / Ad.LXXXVII-C Stuka;Bf.CIX-U / Ad.LXXXVII-C Stuka;Bf.CIX-U / Ad.LXXXVII-C Stuka;Bf.CIX-U / Ad.LXXXVII-C Stuka;Bf.CIX-U / Ad.LXXXVII-C Stuka;Bf.CIX-U / Ad.LXXXVII-C Stuka;;;;;x
BRIG_MODEL_BEL_14_6;Bf.CIX-U / Hs.CXXIX;Bf.CIX-U / Hs.CXXIX;Bf.CIX-U / Hs.CXXIX;Bf.CIX-U / Hs.CXXIX;Bf.CIX-U / Hs.CXXIX;Bf.CIX-U / Hs.CXXIX;;;;;x
BRIG_MODEL_BEL_14_7;Av.CXC-T / Hs.CXXIX;Av.CXC-T / Hs.CXXIX;Av.CXC-T / Hs.CXXIX;Av.CXC-T / Hs.CXXIX;Av.CXC-T / Hs.CXXIX;Av.CXC-T / Hs.CXXIX;;;;;x
BRIG_MODEL_BEL_14_8;H.CXII / Hs.CXXXII;H.CXII / Hs.CXXXII;H.CXII / Hs.CXXXII;H.CXII / Hs.CXXXII;H.CXII / Hs.CXXXII;H.CXII / Hs.CXXXII;;;;;x
BRIG_MODEL_BEL_14_9;H.CXIV / Hs.CXXXV;;;;;;;;;;X
BRIG_MODEL_BEL_15_0;Siemens-Schuckert Bf.CX;Siemens-Schuckert Bf.CX;Siemens-Schuckert Bf.CX;Siemens-Schuckert Bf.CX;Siemens-Schuckert Bf.CX;Siemens-Schuckert Bf.CX;;;;;x
BRIG_MODEL_BEL_15_1;Fokker M.CCX;Fokker M.CCX;Fokker M.CCX;Fokker M.CCX;Fokker M.CCX;Fokker M.CCX;;;;;x
BRIG_MODEL_BEL_15_2;Fokker M.CDX;Fokker M.CDX;Fokker M.CDX;Fokker M.CDX;Fokker M.CDX;Fokker M.CDX;;;;;x
BRIG_MODEL_BEL_15_3;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;;;;;x
BRIG_MODEL_BEL_15_4;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;;;;;x
BRIG_MODEL_BEL_15_5;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;;;;;x
MODEL_BLR_12_0;DFW C.V;DFW C.V;DFW C.V;DFW C.V;DFW C.V;DFW C.V;DFW C.V;DFW C.V;;;X
MODEL_BLR_12_1;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;LFG Roland D.III;;;X
MODEL_BLR_12_2;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;Fokker Dr.I;;;X
MODEL_BLR_12_3;Dornier D.I;Dornier D.I;Dornier D.I;Dornier D.I;Dornier D.I;Dornier D.I;Dornier D.I;Dornier D.I;;;X
MODEL_BLR_12_4;Fokker D.XXII;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;;;X
MODEL_BLR_12_5;Siemens-Schuckert Bf.CIX-G Gustav;Siemens-Schuckert Bf.CIX-G Gustav;Siemens-Schuckert Bf.CIX-G Gustav;Siemens-Schuckert Bf.CIX-G Gustav;Siemens-Schuckert Bf.CIX-G Gustav;Siemens-Schuckert Bf.CIX-G Gustav;;;;;x
MODEL_BLR_12_6;Albatros Av.CXC-A;Albatros Av.CXC-A;Albatros Av.CXC-A;Albatros Av.CXC-A;Albatros Av.CXC-A;Albatros Av.CXC-A;;;;;x
MODEL_BLR_12_7;Albatros Av.CXC-D Dora;Albatros Av.CXC-D Dora;Albatros Av.CXC-D Dora;Albatros Av.CXC-D Dora;Albatros Av.CXC-D Dora;Albatros Av.CXC-D Dora;;;;;x
MODEL_BLR_12_8;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;Fokker M.CCLXII;;;;;x
MODEL_BLR_12_9;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;Gotha Go.CCXXIX;;;;;x
MODEL_BLR_12_10;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;Gotha Go.CCXXXII;;;;;x
MODEL_BLR_13_0;Rumpler Taube;Rumpler Taube;Rumpler Taube;Rumpler Taube;Rumpler Taube;Rumpler Taube;Rumpler Taube;Rumpler Taube;;;X
MODEL_BLR_13_1;Aviatik B.I;Aviatik B.I;Aviatik B.I;Aviatik B.I;Aviatik B.I;Aviatik B.I;Aviatik B.I;Aviatik B.I;;;X
MODEL_BLR_13_2;Fokker E.I;Fokker E.I;Fokker E.I;Fokker E.I;Fokker E.I;Fokker E.I;Fokker E.I;Fokker E.I;;;X
MODEL_BLR_13_3;Albatros D.III;Albatros D.III;Albatros D.III;Albatros D.III;Albatros D.III;Albatros D.III;Albatros D.III;Albatros D.III;;;X
MODEL_BLR_13_4;Albatros D.V;Albatros D.V;Albatros D.V;Albatros D.V;Albatros D.V;Albatros D.V;Albatros D.V;Albatros D.V;;;X
MODEL_BLR_13_5;Albatros D.VII;Albatros D.VII;Albatros D.VII;Albatros D.VII;Albatros D.VII;Albatros D.VII;Albatros D.VII;Albatros D.VII;;;X
MODEL_BLR_13_6;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;Fokker D.XIII;;;X
MODEL_BLR_13_7;Fokker D.XVII;Fokker D.XVII;Fokker D.XVII;Fokker D.XVII;Fokker D.XVII;Fokker D.XVII;;;;;x
MODEL_BLR_13_8;Arado Ar.LXVII;Arado Ar.LXVII;Arado Ar.LXVII;Arado Ar.LXVII;Arado Ar.LXVII;Arado Ar.LXVII;;;;;x
MODEL_BLR_13_9;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;Fokker D.XXI;;;;;x
MODEL_BLR_13_10;Albatros AV.CXC-A Anton;Albatros AV.CXC-A Anton;Albatros AV.CXC-A Anton;Albatros AV.CXC-A Anton;Albatros AV.CXC-A Anton;Albatros AV.CXC-A Anton;;;;;x
MODEL_BLR_13_11;Siemens-Schuckert Bf.CIX-K Kurt;Siemens-Schuckert Bf.CIX-K Kurt;Siemens-Schuckert Bf.CIX-K Kurt;Siemens-Schuckert Bf.CIX-K Kurt;Siemens-Schuckert Bf.CIX-K Kurt;Siemens-Schuckert Bf.CIX-K Kurt;;;;;x
MODEL_BLR_13_12;Fokker M.CLXIII;Fokker M.CLXIII;Fokker M.CLXIII;Fokker M.CLXIII;Fokker M.CLXIII;Fokker M.CLXIII;;;;;x
MODEL_BLR_13_13;Fokker M.CCLXIII;Fokker M.CCLXIII;Fokker M.CCLXIII;Fokker M.CCLXIII;Fokker M.CCLXIII;Fokker M.CCLXIII;;;;;x
MODEL_BLR_13_14;Siemens-Schuckert H.CXII;Siemens-Schuckert H.CXII;Siemens-Schuckert H.CXII;Siemens-Schuckert H.CXII;Siemens-Schuckert H.CXII;Siemens-Schuckert H.CXII;;;;;x
MODEL_BLR_13_15;Albatros Ta.CLXXXII;Albatros Ta.CLXXXII;Albatros Ta.CLXXXII;Albatros Ta.CLXXXII;Albatros Ta.CLXXXII;Albatros Ta.CLXXXII;;;;;x
MODEL_BLR_13_16;Lippish Li.XIII-Pa;Lippish Li.XIII-Pa;Lippish Li.XIII-Pa;Lippish Li.XIII-Pa;Lippish Li.XIII-Pa;Lippish Li.XIII-Pa;;;;;x
MODEL_BLR_14_0;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;Zeppelin-Staaken V.G.O.I;;;X
MODEL_BLR_14_1;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;Zeppelin-Staaken R.VI;;;X
MODEL_BLR_14_2;Junkers Ju.LXXXIX;Junkers Ju.LXXXIX;Junkers Ju.LXXXIX;Junkers Ju.LXXXIX;Junkers Ju.LXXXIX;Junkers Ju.LXXXIX;;;;;x
MODEL_BLR_14_3;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;Siemens-Schuckert E.CLXXVII;;;;;x
MODEL_BLR_14_4;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;Siemens-Schuckert E.CCLXXIV;;;;;x
MODEL_BLR_14_5;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;Junkers Ju.CDLXXXVII;;;;;x
MODEL_BLR_14_6;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;Junkers EF.CXXXII;;;;;x
MODEL_BLR_14_7;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;Albatros Ae.CCLXIV;;;;;x
MODEL_BLR_15_1;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;AEG G.II;;;X
MODEL_BLR_15_2;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;Gotha G.IV;;;X
MODEL_BLR_15_3;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;Gotha G.VIII;;;X
MODEL_BLR_15_4;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;Siemens-Schuckert J.LXXXVI;;;;;x
MODEL_BLR_15_5;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;Albatros Da.XVII;;;;;x
MODEL_BLR_15_6;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;Albatros Da.XXI;;;;;x
MODEL_BLR_15_7;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;Siemens-Schuckert J.LXXXVIII;;;;;x
MODEL_BLR_15_8;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;Gotha Go.CLXXXVIII;;;;;x
MODEL_BLR_15_9;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;Arado Ar.CCXXXIV-B Blitz;;;;;x
MODEL_BLR_15_10;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;Junkers Ju.CCLXXXVII;;;;;x
MODEL_BLR_16_1;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;Dornier Do J Wal;;;X
MODEL_BLR_16_2;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;Albatros Da.CCXVII;;;;;x
MODEL_BLR_16_3;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;Albatros Av.CC;;;;;x
MODEL_BLR_16_4;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;Junkers Ju.CCXC;;;X
MODEL_BLR_17_0;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;Halberstadt CL.II;;;X
MODEL_BLR_17_1;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;Albatros J.I;;;X
MODEL_BLR_17_2;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;Junkers J.I;;;X
MODEL_BLR_17_3;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;Junkers CL.I;;;X
MODEL_BLR_17_4;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;Albatros Ad.LXXXVII-B Stuka;;;;;x
MODEL_BLR_17_5;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;Albatros Ad.LXXXVII-G Stuka;;;;;x
MODEL_BLR_17_6;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;Henschel Hs.CXXIX;;;;;x
MODEL_BLR_17_7;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;Henschel Hs.CXXXII;;;;;x
MODEL_BLR_17_8;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;Siemens-Schuckert J.XCIX Stuka II;;;;;x
MODEL_BLR_17_9;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;Albatros Alpha Jet;;;;;x
MODEL_BLR_18_0;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;Junkers W XXXIV;;;X
MODEL_BLR_18_1;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;Albatros Ad.LII/IIIm Tante Ad;;;;;x
MODEL_BLR_18_2;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;Albatros Ad.LXII;;;;;x
MODEL_BLR_18_3;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;Fokker M.CCCXXIII-D Gigant;;;;;x
MODEL_BLR_18_4;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;Albatros Ad.LXXXII;;;;;x
MODEL_BLR_18_5;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;Zeppelin Transall;;;;;x
MODEL_BLR_19_0;V1;V1;V1;V1;V1;V1;;;;;x
MODEL_BLR_20_0;V2;V2;V2;V2;V2;V2;;;;;x
MODEL_BLR_20_1;V2A6;V2A6;V2A6;V2A6;V2A6;V2A6;;;;;x
MODEL_BLR_20_2;V3A5;V3A5;V3A5;V3A5;V3A5;V3A5;;;;;x
BRIG_MODEL_BLR_14_0;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;;;;;x
BRIG_MODEL_BLR_14_1;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;D.XVII / Hs.CXXIII;;;;;x
BRIG_MODEL_BLR_14_2;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;D.XVII / Hs.CXXIII / Fi.CLXVII;;;;;x
BRIG_MODEL_BLR_14_3;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;Bf.CIX-T / Ad.LXXXVII-C Stuka / Fi.CLXVII;;;;;x
