##  STRING NAME (do not change!);;;;;;;;;;;X
## ;;;;;;;;;;;X
##  Technology System Techs below here..;;;;;;;;;;;X
##;;;;;;;;;;;X
TECH_CMP_ARMOR_105_1_NAME;Improved Multiple Rocket Launcher;Lance-roquettes multiples ;Lancia Missili Multiplo Migliorato;Lanzacohetes múltiple mejorado;Verbesserter Mehrfachraketenwerfer;Dzia³o szturm. 152mm ró¿norakiego przezn.;;;;;X
TECH_CMP_ARMOR_105_2_NAME;Adapted Trucks;Camions adaptés;Camion Adattati;Camiones adaptados;Angepasste Transportfahrzeuge;Zaaw. szkielet œredniego czo³gu;;;;;X
TECH_CMP_ARMOR_105_3_NAME;High Explosive Incendiary (HEI) Rockets;Obus explosifs brisant antichar (HEAT) III;Razzi Incendiari Esplosivi (HEI);Cohetes incendiarios de alto explosivo (HEI);Hochexplosive Brandrakete;Ulepszone pociski HEAT ;;;;;X
TECH_CMP_ARMOR_105_4_NAME;Improved stabilization system;Système de stabilité amélioré;Sistema di Stabilizzazione Migliorato;Sistema de estabilización mejorado;Verbessertes Stabilitätssystem;Nowoczesny radar baterii p-lot;;;;;X
TECH_CMP_ARMOR_105_5_NAME;Semi-Modern SP Rocket Art Prototype Tests;Essais du prototype Art. de missiles AM IV;Test prototipi Semi Moderni di Artiglieria Missilistica Mobile;Pruebas protot. art. lanzacohetes APr. semimod.;Prototypentests halbmoderner Raketenartillerie (Sfl.);Testy prot. now. karabinu szturmowego;;;;;X
TECH_APP_ARMOR_106_NAME;Modern SP Rocket Artillery;Artillerie de missiles AM V;Artiglieria Missilistica Mobile Moderna;Artillería lanzacohetes APr moderna;Moderne Raketenartillerie auf Selbstfahrlafette;Prawie now. art. rak. jednego przeznaczenia;;;;;X
TECH_CMP_ARMOR_106_1_NAME;Advanced Multiple Rocket Launcher;Lance-roquettes multiples II;Lancia Missili Multiplo Avanzato;Lanzacohetes múltiple avanzado;Fortschrittl. Mehrfachraketenwerfer;Ulepszone wielolufowe wyrzutnie rakiet;;;;;X
TECH_CMP_ARMOR_106_2_NAME;Adapted Trucks;Camions adaptés;Camion Adattati;Camiones adaptados;Angepasste Transportfahrzeuge;Zaadoptowane ciê¿arówki;;;;;X
TECH_CMP_ARMOR_106_3_NAME;Improved HEI Rockets;Obus explosifs brisant antichar (HEAT) IV;Razzi Incendiari Esplosivi (HEI) Migliorati;Cohetes de alto explosivo (HEI) mejorados;Verbesserte hochexplosive Brandrakete;Rakiety HEI;;;;;X
TECH_CMP_ARMOR_106_4_NAME;Improved stabilization system;Système de stabilité amélioré;Sistema di Stabilizzazione Migliorato;Sistema de estabilización mejorado;Verbessertes Stabilitätssystem;Ulepszony system stabilizacji;;;;;X
TECH_CMP_ARMOR_106_5_NAME;Modern SP Rocket Art Prototype Tests;Essais du prototype Art. de missiles AM V;Test prototipi Moderni di Artiglieria Missilistica Mobile;Pruebas protot. artillería lanzacohetes APr moderna;Prototypentests moderner Raketenartillerie (Sfl.);Testy prot. prawie now. art. rak. jednego przezn.;;;;;X
TECH_APP_ARMOR_107_NAME;Modern Anti-Tank Artillery;Artillerie antichar moderne;Artiglieria Moderna Anticarro;Artillería anticarro moderna;Moderne Panzerabwehrartillerie;Now. art. rakietowa jednego przeznaczenia;;;;;X
TECH_CMP_ARMOR_107_1_NAME;Multiple Anti-Tank Gun 106mm;Canon multiple antichar 106mm;Cannone Multiplo Anticarro da 106mm;Cañón anticarro múltiple de 106 mm;Multiples Panzerabwehrgeschütz 106mm;Zaaw. wielolufowa wyrzutnia rakiet;;;;;X
TECH_CMP_ARMOR_107_2_NAME;Modern Gun Carriage;Affût moderne;Carrello Moderno per Cannone;Cuerpo de afuste moderno;Moderne Lafette;Zaadoptowane ciê¿arówki;;;;;X
TECH_CMP_ARMOR_107_3_NAME;HESH Ammo;Munition HESH;Munizioni HESH;Munición HESH;Quetschkopfgranate;Ulepszone rakiety HEI ;;;;;X
TECH_CMP_ARMOR_107_4_NAME;Long Distance Infrared Optical Sights;Lunette longue distance infrarouges;Visore Infrarosso a Lunga Distanza;Miras ópticas de infrarrojos de largo alcance;Ferninfrarotsicht;Ulepszony system stabilizacji;;;;;X
TECH_CMP_ARMOR_107_5_NAME;AT Combined Arms Training;Entraînement armées combinées AP;Addestramento Forze Armate Anticarro Congiunte;Instrucción en armamento combinado anticarro;Panzerabwehrtraining mit kombinierten Waffengattungen;Testy prot. now. art. rak. jednego przezn.;;;;;X
TECH_APP_ARMOR_108_NAME;Modern Static Anti-Air Artillery;Artillerie DCA statistique moderne;Artiglieria Statica Antiaerea Moderna;Artillería antiaérea fija moderna;Moderne statische Flugabwehr;Nowoczesna artyleria p-panc;;;;;X
TECH_CMP_ARMOR_108_1_NAME;SAM;Missiles Sol-Air;Missili Terra-Aria (SAM);Misil tierra-aire;Flugabwehrraketen;Wielolufowe dzia³o p-panc 106mm;;;;;X
TECH_CMP_ARMOR_108_2_NAME;Modern Carriage;Affût moderne;Carrello Moderno;Afuste moderno;Moderne Lafette;Nowoczesny wózek na dzia³a;;;;;X
TECH_CMP_ARMOR_108_3_NAME;Improved Radar Proximity Fuse;Fusée de proximité radar moderne;Fusibile Migliorato di Prossimita' Radar;Espoleta con radar de proximidad mejorada;Verbesserter Radar-Annäherungszünder;Amunicja HESH;;;;;X
TECH_CMP_ARMOR_108_4_NAME;Modern Centimetric Anti-Air Radar;Radar antiaérien centimétrique moderne;Radar Centimetrico Moderno Antiaereo;Radar centimétrico moderno antiaéreo;Modernes cm-Flugabwehr-Radar;Celownik na podczerwieñ dalekiego zasiêgu;;;;;X
TECH_CMP_ARMOR_108_5_NAME;SAM training;Entraînement Sol-Air;Addestramento per Missili Terra-Aria (SAM);Instrucción en misiles tierra-aire;Training mit Flugabwehrraketen;Szkolenie po³¹czonych si³ p-panc;;;;;X
TECH_APP_ARMOR_109_NAME;Modern Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne moderne;Brigata Moderna di Artiglieria Antiaerea;Brigada de artillería antiaérea moderna;Moderne Flugabwehrartillerie-Brigade;Nowoczesna statyczna artyleria p-lot;;;;;X
TECH_CMP_ARMOR_109_1_NAME;Anti-Air Gun 54mm Quad;Canon DCA 54mm x4;Cannone Quadruplo Antiaereo da 54mm;Cañón antiaéreo cuádruple de 54 mm;Vierfaches Flugabwehrgeschütz 54mm;Pocisk ziemia-powietrze;;;;;X
TECH_CMP_ARMOR_109_2_NAME;High Velocity Anti-Air Gun 128mm;Canon DCA 128mm haute vitesse;Cannone Antiaereo ad Alta Velocita' da 128mm;Cañón antiaéreo de gran velocidad de 128 mm;Hochgeschwindigkeits-Flugabwehrgeschütz 128mm;Wspó³czesne wózki ;;;;;X
TECH_CMP_ARMOR_109_3_NAME;Improved Radar Proximity Fuse;Fusée de proximité radar moderne;Fusibile Migliorato di Prossimita' Radar;Espoleta con radar de proximidad mejorada;Verbesserter Radar-Annäherungszünder;Ulepszony radarowy bezpiecznik zbli¿eniowy;;;;;X
TECH_CMP_ARMOR_109_4_NAME;Modern Centimetric Anti-Air Radar;Radar antiaérien centimétrique moderne;Radar Centimetrico Moderno Antiaereo;Radar centimétrico moderno antiaéreo;Modernes cm-Flugabwehr-Radar;Nowoczesny centymetrowy radar p-lot ;;;;;X
TECH_CMP_ARMOR_109_5_NAME;Radar Target Plotting Training;Entraînement tracé cible;Addestramento nel Tracciamento di Bersagli Radar;Instrucción en seguimiento de objetivos de radar;Zielübung für Radarziele;Szkolenie ziemia-powietrze;;;;;X
TECH_APP_ARMOR_110_NAME;Modern Armored Car;Véhicule blindé III;Vettura corazzata moderna;Vehículo blindado moderno;Moderner Panzerspähwagen;Nowoczesna brygada artylerii p-lot;;;;;X
TECH_CMP_ARMOR_110_5_NAME;Modern Armored Car Prototype Tests;Essais du prototype de véhicule blindé III;Test prototipi vettura corazzata Moderno;Pruebas de prototipo de vehículo blindado moderno;Prototypentests moderner Panzerspähwagen;Czterolufowe 54mm dzia³ko p-lot ;;;;;X
TECH_APP_ARMOR_118_NAME;1924 Static Anti-Air Artillery;Artillerie antiaérienne statique Grande Guerre;Artiglieria antiaerea statica della Grande Guerra;Artillería antiaérea fija de la Gran Guerra;Statische Vorkriegsflugabwehrartillerie;Szybkostrzelne dzia³o p-lot 128mm;;;;;X
TECH_CMP_ARMOR_118_1_NAME;Anti-Air Gun 75mm;Ancien canon DCA 75mm;Vecchio cannone antiaereo 75 mm;Cañón antiaéreo de 75 mm antiguo;Altes Flugabwehrgeschütz 75mm;Nowoczesny centymetrowy radar p-lot;;;;;X
TECH_CMP_ARMOR_118_2_NAME;Early Gun Carriage;Transport de canons;Carrello per cannone rudimentale;Sistema de Remolque Temprano;Frühe Geschützhalterung;Szkolenie w nam. celów za pomoc¹ radaru;;;;;X
TECH_CMP_ARMOR_118_3_NAME;High Explosive (HE) Shells;Anciens obus explosifs brisant (HE);Proiettili ad alto potenziale obsoleti (HE);Proyectiles de alto explosivo (HE) antiguos;Sprenggranate;Nowoczesny pojazd pancerny;;;;;X
TECH_CMP_ARMOR_118_4_NAME;Optical Aiming devices;Dispositifs optiques de visée;Sistemi di puntamento ottico;Sistema de punteria optico;Optische Zieleinrichtung;Urz¹dzenia celowania optycznego;;;;;X
TECH_CMP_ARMOR_118_5_NAME;Searchlight Training;Entraînement projecteur;Addestramento riflettore;Instrucción en reflector;Suchscheinwerfertraining;Testy prot. nowoczesny pojazdu pancernego;;;;;X
TECH_APP_ARMOR_119_NAME;1930 Static Anti-Air Artillery;Artillerie antiaérienne statique Grande Guerre;Artiglieria antiaerea statica della Grande Guerra;Artillería antiaérea fija de la Gran Guerra;Statische Vorkriegsflugabwehrartillerie;Stacjonarna art. p-lot z I w. œw.;;;;;X
TECH_CMP_ARMOR_119_1_NAME;Anti-Air Gun 75mm;Ancien canon DCA 75mm;Vecchio cannone antiaereo 75 mm;Cañón antiaéreo de 75 mm antiguo;Altes Flugabwehrgeschütz 75mm;Stare dzia³o przeciwlotnicze 75mm;;;;;X
TECH_CMP_ARMOR_119_2_NAME;Basic Gun Carriage;Transport de canons;Carrello per cannone di base;Sistema de Remolque Basico;Einfache Geschützhalterung;Wózek dzia³a z I w. œw.;;;;;X
TECH_CMP_ARMOR_119_3_NAME;High Explosive (HE) Shells;Anciens obus explosifs brisant (HE);Proiettili ad alto potenziale obsoleti (HE);Proyectiles de alto explosivo (HE) antiguos;Sprenggranate;Stare pociski burz¹ce;;;;;X
TECH_CMP_ARMOR_119_4_NAME;Optical Aiming devices;Dispositifs optiques de visée;Sistemi di puntamento ottico;Sistema de punteria optico;Optische Zieleinrichtung;Urz¹dzenia celowania optycznego;;;;;X
TECH_CMP_ARMOR_119_5_NAME;Searchlight Training;Entraînement projecteur;Addestramento riflettore;Instrucción en reflector;Suchscheinwerfertraining;Trening szperaczy;;;;;X
TECH_APP_ARMOR_120_NAME;1935 Static Anti-Air Artillery;Artillerie antiaérienne statique Grande Guerre;Artiglieria antiaerea statica della Grande Guerra;Artillería antiaérea fija de la Gran Guerra;Statische Vorkriegsflugabwehrartillerie;Stacjonarna art. p-lot z I w. œw.;;;;;X
TECH_CMP_ARMOR_120_1_NAME;Anti-Air Gun 75mm;Ancien canon DCA 75mm;Vecchio cannone antiaereo 75 mm;Cañón antiaéreo de 75 mm antiguo;Altes Flugabwehrgeschütz 75mm;Stare dzia³o przeciwlotnicze 75mm;;;;;X
TECH_CMP_ARMOR_120_2_NAME;Weltkrieg Gun Carriage;Affût de la Grande Guerre;Affusto della Grande Guerra;Cuerpo de afuste de la Gran Guerra;Vorkriegslafette;Wózek dzia³a z I w. œw.;;;;;X
TECH_CMP_ARMOR_120_3_NAME;High Explosive (HE) Shells;Anciens obus explosifs brisant (HE);Proiettili ad alto potenziale obsoleti (HE);Proyectiles de alto explosivo (HE) antiguos;Alte Sprenggranate;Stare pociski burz¹ce;;;;;X
TECH_CMP_ARMOR_120_4_NAME;Rangefinder Radar;Radar télémètre;Telemetro radar;Radar telemétrico;Radar-Entfernungsmesser;Urz¹dzenia celowania optycznego;;;;;X
TECH_CMP_ARMOR_120_5_NAME;Rangefinder Radar Training;Entraînement radar télémètre;Addestramento telemetro radar;Entrenamiento de Radar telemétrico;Ausbildung am Radar-Entfernungsmesser;Trening szperaczy;;;;;X
TECH_APP_ARMOR_126_NAME_DEPRECATED;Semi-Modern Heavy Tank;Chasseur de chars moderne amélioré;Cacciacarri moderno migl.;Cazacarros Monderno Imp.;Verbesserter moderner Jagdpanzer;Ulepszony wspó³czesny niszczyciel czo³gów;;;;;X
TECH_CMP_ARMOR_126_1_NAME;Semi-modern Armor Skirts;Ceintures blindées III;Bordi corazzati avanzati;Cubiertas blindadas avanzadas;Fortschrittliche Panzerschürzen;Powojenne os³ony pancerne;;;;;X
TECH_CMP_ARMOR_126_2_NAME;88mmL71 Tank Gun;Canon de char 88mmL71;Cannone del carro 88 mm L71;Cañón de tanque de 88 mm L71;KwK 8,8cm L/71;Dzia³o czo³gowe 88mm L71;;;;;X
TECH_CMP_ARMOR_126_3_NAME;Semi-modern Heavy Engine;Moteur lourd III;Motore pesante avanzato;Motor pesado avanzado;Fortschrittlicher schwerer Motor;Powojenny cie¿ki silnik;;;;;X
TECH_CMP_ARMOR_126_4_NAME;Semi-modern Optical Sights;Lunette de visée III;Mirini ottici avanzati;Miras ópticas avanzadas;Fortschrittliche optische Sicht;Powojenne celowanie optyczne;;;;;X
TECH_CMP_ARMOR_126_5_NAME;Semi-modern Heavy Tank Prototype Tests;Essais du prototype de char lourd III;Test prototipi carro pesante avanzato;Pruebas de prototipo de tanque pesado avanzado;Prototypentests fortschrittl. schwerer Panzer;Powojenne prototypy ciê¿kich czo³gów;;;;;X
TECH_APP_ARMOR_127_NAME;Modern Heavy Tank;Char lourd V;Carro pesante moderna;Tanque pesado moderno;Moderner schwerer Panzer;Wspó³czesny ciê¿ki czo³g;;;;;X
TECH_CMP_ARMOR_127_1_NAME;Modern Armor Skirts;Ceintures blindées V;Bordi corazzati moderna;Cubiertas blindadas moderno;Moderne Panzerschürzen;Wspó³czesne os³ony pancerne;;;;;X
TECH_CMP_ARMOR_127_2_NAME;120mm Tank Gun;Canon de char 120mm;Cannone del carro 120 mm;Cañón de tanque de 120 mm;Panzergeschütz 12cm;Dzia³o czo³gowe 120 mm;;;;;X
TECH_CMP_ARMOR_127_3_NAME;Modern Heavy Engine;Moteur lourd III;Motore pesante moderna;Motor pesado moderno;Moderner schwerer Motor;Wspó³czesny cie¿ki silnik;;;;;X
TECH_CMP_ARMOR_127_4_NAME;Modern Optical Sights;Lunette de visée III;Mirini ottici moderna;Miras ópticas moderno;Moderner optische Sicht;Wspó³czesne celowanie optyczne;;;;;X
TECH_CMP_ARMOR_127_5_NAME;Modern Heavy Tank Prototype Tests;Essais du prototype de char lourd V;Test prototipi carro pesante moderna;Pruebas de prototipo de tanque pesado moderno;Prototypentests moderner schwerer Panzer;Wspó³czesne prototypy ciê¿kich czo³gów;;;;;X
TECH_APP_ARMOR_291_NAME;Early SP Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne I;Brigata di artiglieria anti-carro di base;Brigada de artillería antiaérea básica;Einfache Flugabwehrartillerie-Brigade;Wczesna samobie¿na artyleria p.-lot.;;;;;X
TECH_CMP_ARMOR_291_1_NAME;SP Anti-Air Gun 20mm;Canon DCA 20mm;Cannone antiaereo 20mm;Cañón antiaéreo de 20 mm;Flugabwehrgeschütz 20mm;Dzia³o p.-lot. 20 mm;;;;;X
TECH_CMP_ARMOR_291_2_NAME;SP Anti-Air Gun 75mm;Canon DCA 75mm;Cannone antiaereo 75mm;Cañón antiaéreo de 75 mm;Flugabwehrgeschütz 75mm;Dzia³o p.-lot. 75 mm;;;;;X
TECH_CMP_ARMOR_291_3_NAME;Fragmentation Shells;Obus à fragmentation;Proiettili a frammentazione;Proyectiles rompedores;Schrapnell;Szrapnele;;;;;X
TECH_CMP_ARMOR_291_4_NAME;Improved Decimetric Anti-Air Artillery Radar;Radar artillerie antiaérienne décimétrique II;Radar decimetrico di artiglieria antiaerea migliorato;Radar decimétrico mejorado de artillería antiaérea;Verbessertes dm-Flugabwehrartillerie-Radar;Ulepszony decymetryczny radar p.-lot.;;;;;X
TECH_CMP_ARMOR_291_5_NAME;Rapid Readiness Training;Entraînement préparation rapide;Addestramento risposta rapida;Instrucción en disponibilidad rápida;Schnellbereitschaftstraining;Trening szybkiej gotowoœci;;;;;X
TECH_APP_ARMOR_292_NAME;Basic SP Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne II;Brigata di artiglieria anti-carro migliorato;Brigada de artillería antiaérea mejorada;Verbesserte Flugabwehrartillerie-Brigade;Podstawowa bryg. art. p-lot.;;;;;X
TECH_CMP_ARMOR_292_1_NAME;SP Anti-Air Gun 40mm;Canon DCA 40mm;Cannone antiaereo 40mm;Cañón antiaéreo de 40 mm;Flugabwehrgeschütz 40mm;Dzia³o przeciwlotnicze 40mm;;;;;X
TECH_CMP_ARMOR_292_2_NAME;SP Anti-Air Gun 88mm;Canon DCA 88mm;Cannone antiaereo 88mm;Cañón antiaéreo de 88 mm;Flugabwehrgeschütz 88mm;Dzia³o przeciwlotnicze 88mm;;;;;X
TECH_CMP_ARMOR_292_3_NAME;Variable Time Fuse;Fusée à temps variable;Spoletta a durata variabile;Espoleta de tiempo variable;Variabler Zeitzünder;Zapalnik czasowy;;;;;X
TECH_CMP_ARMOR_292_4_NAME;Basic Centimetric Anti-Air Artillery Radar;Radar artillerie antiaérienne centimétrique I;Radar centimetrico di artiglieria antiaerea di base;Radar centimétrico básico de artillería antiaérea;Einfaches cm-Flugabwehrartillerie-Radar;Podstawowy centymetrowy art. radar plot.;;;;;X
TECH_CMP_ARMOR_292_5_NAME;Box Barrage Training;Entraînement sur cases;Addestramento sbarramento a casse;Instrucción en barrera de encajonamiento;Sperrbatterie-Training;Trening ostrza³u strefowego;;;;;X
TECH_APP_ARMOR_293_NAME;Improved SP Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne III;Brigata di artiglieria anti-carro avanzata;Brigada de artillería antiaérea avanzada;Fortschrittliche Flugabwehrartillerie-Brigade;Zaawansowana brygada artylerii plot.;;;;;X
TECH_CMP_ARMOR_293_1_NAME;SP Anti-Air Gun 20mm Quad;Canon DCA 20mm x4;Cannone quadruplo antiaereo 20mm;Cañón antiaéreo cuádruple de 20 mm;Vierfaches Flugabwehrgeschütz 20mm;Poczwórne dzia³o przeciwlotnicze 20mm;;;;;X
TECH_CMP_ARMOR_293_2_NAME;SP Anti-Air Gun 105mm;Canon DCA 105mm;Cannone antiaereo 105mm;Cañón antiaéreo de 105 mm;Flugabwehrgeschütz 105mm;Dzia³o przeciwlotnicze 105mm;;;;;X
TECH_CMP_ARMOR_293_3_NAME;Radar Proximity Fuse;Fusée de proximité radar;Spoletta a prossimità radar;Espoleta con radar de proximidad;Radar-Annäherungszünder;Radarowy zapalnik zbli¿eniowy;;;;;X
TECH_CMP_ARMOR_293_4_NAME;Improved Centimetric Anti-Air Artillery Radar;Radar artillerie antiaérienne centimétrique II;Radar centimetrico di artiglieria antiaerea migliorato;Radar centimétrico mejorado de artillería antiaérea;Verbessertes cm-Flugabwehrartillerie-Radar;Ulepszony centymetrowy art. radar plot.;;;;;X
TECH_CMP_ARMOR_293_5_NAME;C3I Coordination Training;Entraînement coordination C31;Addestramento coordinamento C3I;Instrucción en coordinación C3I;C3I-Koordinationstraining;Trening po³¹czonego syst. rozp. i dow.;;;;;X
TECH_APP_ARMOR_294_NAME;Advanced SP Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne semi-moderne;Brigata di artiglieria antiaerea semi moderna;Brigada de artillería antiaérea semimoderna;Halbmoderne Flugabwehrartillerie-Brigade;Powojenna brygada art. plot.;;;;;X
TECH_CMP_ARMOR_294_1_NAME;SP Anti-Air Gun 40mm Quad;Canon DCA 40mm x4;Cannone quadruplo antiaereo 40 mm;Cañón antiaéreo cuádruple de 40 mm;Vierfaches Flugabwehrgeschütz 40mm;Poczwórne dzia³o przeciwlotnicze 40mm;;;;;X
TECH_CMP_ARMOR_294_2_NAME;SP Anti-Air Gun 128mm;Canon DCA 128mm;Cannone antiaereo 128 mm;Cañón antiaéreo de 128 mm;Flugabwehrgeschütz 128mm;Dzia³o przeciwlotnicze 128mm;;;;;X
TECH_CMP_ARMOR_294_3_NAME;Radar Proximity Fuse;Fusée de proximité radar;Spoletta a prossimità radar;Espoleta con radar de proximidad;Radar-Annäherungszünder;Radarowy zapalnik zbli¿eniowy;;;;;X
TECH_CMP_ARMOR_294_4_NAME;Advanced Centimetric Anti-Air Radar;Radar antiaérien centimétrique III;Radar centimetrico antiaereo avanzato;Radar centimétrico avanzado antiaéreo;Fortschrittliches cm-Flugabwehr-Radar;Zaawansowany centymetrowy art. radar plot.;;;;;X
TECH_CMP_ARMOR_294_5_NAME;Radar Target Plotting Training;Entraînement tracé cible;Addestramento tracciamento radar del bersaglio;Instrucción en seguimiento de objetivos de radar;Radarziel-Training;Trening oznaczania celów radarowych;;;;;X
TECH_APP_ARMOR_295_NAME;Semi-Modern SP Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne moderne;Brigata Moderna di Artiglieria Antiaerea;Brigada de artillería antiaérea moderna;Moderne Flugabwehrartillerie-Brigade;Nowoczesna brygada artylerii p-lot;;;;;X
TECH_CMP_ARMOR_295_1_NAME;SP Anti-Air Gun 54mm Quad;Canon DCA 54mm x4;Cannone Quadruplo Antiaereo da 54mm;Cañón antiaéreo cuádruple de 54 mm;Vierfaches Flugabwehrgeschütz 54mm;Czterolufowe 54mm dzia³ko p-lot ;;;;;X
TECH_CMP_ARMOR_295_2_NAME;SP High Velocity Anti-Air Gun 128mm;Canon DCA 128mm haute vitesse;Cannone Antiaereo ad Alta Velocita' da 128mm;Cañón antiaéreo de gran velocidad de 128 mm;Hochgeschwindigkeits-Flugabwehrgeschütz 128mm;Szybkostrzelne dzia³o p-lot 128mm;;;;;X
TECH_CMP_ARMOR_295_3_NAME;Improved Radar Proximity Fuse;Fusée de proximité radar moderne;Fusibile Migliorato di Prossimita' Radar;Espoleta con radar de proximidad mejorada;Verbesserter Radar-Annäherungszünder;Ulepszony radarowy czujnik zbli¿eniowy;;;;;X
TECH_CMP_ARMOR_295_4_NAME;Semi-Modern Centimetric Anti-Air Radar;Radar antiaérien centimétrique moderne;Radar Centimetrico Moderno Antiaereo;Radar centimétrico moderno antiaéreo;Modernes cm-Flugabwehr-Radar;Nowoczesny centymetrowy radar p-lot;;;;;X
TECH_CMP_ARMOR_295_5_NAME;Radar Target Plotting Training;Entraînement tracé cible;Addestramento nel Tracciamento di Bersagli Radar;Instrucción en seguimiento de objetivos de radar;Zielübung für Radarziele;Szkolenie w nam. celów za pomoc¹ radaru;;;;;X
TECH_APP_ARMOR_296_NAME;Modern Anti-Air Artillery Brigade;Brigade d’artillerie antiaérienne moderne;Brigata Moderna di Artiglieria Antiaerea;Brigada de artillería antiaérea moderna;Moderne Flugabwehrartillerie-Brigade;Nowoczesna brygada artylerii p-lot;;;;;X
TECH_CMP_ARMOR_296_1_NAME;SP Anti-Air Gun 54mm Quad;Canon DCA 54mm x4;Cannone Quadruplo Antiaereo da 54mm;Cañón antiaéreo cuádruple de 54 mm;Vierfaches Flugabwehrgeschütz 54mm;Czterolufowe 54mm dzia³ko p-lot ;;;;;X
TECH_CMP_ARMOR_296_2_NAME;SP High Velocity Anti-Air Gun 128mm;Canon DCA 128mm haute vitesse;Cannone Antiaereo ad Alta Velocita' da 128mm;Cañón antiaéreo de gran velocidad de 128 mm;Hochgeschwindigkeits-Flugabwehrgeschütz 128mm;Szybkostrzelne dzia³o p-lot 128mm;;;;;X
TECH_CMP_ARMOR_296_3_NAME;Improved Radar Proximity Fuse;Fusée de proximité radar moderne;Fusibile Migliorato di Prossimita' Radar;Espoleta con radar de proximidad mejorada;Verbesserter Radar-Annäherungszünder;Ulepszony radarowy czujnik zbli¿eniowy;;;;;X
TECH_CMP_ARMOR_296_4_NAME;Modern Centimetric Anti-Air Radar;Radar antiaérien centimétrique moderne;Radar Centimetrico Moderno Antiaereo;Radar centimétrico moderno antiaéreo;Modernes cm-Flugabwehr-Radar;Nowoczesny centymetrowy radar p-lot;;;;;X
TECH_CMP_ARMOR_296_5_NAME;Radar Target Plotting Training;Entraînement tracé cible;Addestramento nel Tracciamento di Bersagli Radar;Instrucción en seguimiento de objetivos de radar;Zielübung für Radarziele;Szkolenie w nam. celów za pomoc¹ radaru;;;;;X
TECH_APP_ARMOR_11126_NAME;Improved Modern Tank Destroyer;;;;;;;;;X;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
TECH_AIRCRAFT_NAME;Aircraft;Avion;Aviazione;Aviación;Flugzeuge;Samoloty;;;;;X
TECH_AIRCRAFT_DESC;This field of research allows a nation to develop weapons and materials for its air force. It includes cannon, engines and aircraft fuselage allowing the construction of fighters and bomber units. This field is vital if you want good aircraft and air superiority is important if you are to win the war.;Ce domaine de recherche permet à une nation de mettre au point des armes et des équipements destinés à l’armée de l’air. Il s’agit notamment de canons, de moteurs et de fuselage d’avions qui permettent de développer des chasseurs et des unités de bombardiers. Ce domaine est crucial si vous voulez avoir un bon appareil , attention ! Posséder la supériorité aérienne est indispensable si vous voulez gagner la guerre.;Questo campo di ricerche permette a una nazione di sviluppare armi e materiali per le sue forze aeree. Comprende cannoni, motori e fusoliere, che consentono di realizzare caccia e bombardieri. Si tratta di un campo di ricerche vitale se vuoi poter contare su velivoli validi: ricorda, la superiorità aerea è fondamentale per vincere la guerra.;Este campo de investigación permite a una nación desarrollar armas y materiales para su fuerza aérea. Incluye cañones, motores y fuselaje para aviones que posibilitan la construcción de cazas y bombarderos. Es un campo vital si quieres una buena aviación: ten en cuenta que la superioridad aérea es muy importante si deseas ganar la guerra.;Dieses Forschungsfeld erlaubt Nationen Waffen und Material für ihre Luftwaffe zu entwickeln. Es schließt Kanonen, Maschinen und Flugzeugrümpfe ein, mit denen Jäger und Bombereinheiten gebaut werden können. Dieses Feld ist äußerst wichtig, wenn Sie über gute Flugzeuge verfügen wollen - denn, um einen Krieg gewinnen zu können müssen Sie die Luftüberlegenheit mit einbeziehen.;Ta ga³¹Ÿ rozwoju pozwala pañstwu na rozwiniêcie broni i materia³ów dla si³ powietrznych. W ich sk³ad wchodz¹ dzia³a, silniki i kad³uby lotnicze, umo¿liwiaj¹ce konstrukcjê myœliwców i bombowców. To pole jest istotne, jeœli chcesz dysponowaæ dobrymi samolotami, a zauwa¿ ¿e dominacja w powietrzu jest szalenie wa¿na, jeœli chcesz wygraæ wojnê.;;;;;X
TECH_APP_AIRCRAFT_1_NAME;Interceptor 1924;Chasseur entre 2 guerres;Intercettore 1924;Caza de entreguerras;Abfangjäger 1924;Myœliwiec 1924;;;;;X
TECH_CMP_AIRCRAFT_1_1_NAME;Short Range Engine;Moteur courte portée entre 2 guerres;Motore a corto raggio;Motor de corto alcance de entreguerras;Kurzstreckentriebwerk;Silnik myœl. blisk. zasiêgu z pierw. wojny;;;;;X
TECH_CMP_AIRCRAFT_1_2_NAME;Fighter Airframe;Cellule chasseur entre 2 guerres;Telaio caccia;Armazón de caza de entreguerras;Flugzeugzelle;Kad³ub myœliwca z I w. œw.;;;;;X
TECH_CMP_AIRCRAFT_1_3_NAME;6.5mm MGs;MG 6.5mm;Mitragliatrici da 6,5mm;Ametralladoras de 6,5 mm;6,5mm MGs;Karabiny maszynowe 6.5mm;;;;;X
TECH_CMP_AIRCRAFT_1_4_NAME;Optical Signaling;Avertissement optique;Segnalazioni ottiche;Señalización óptica;Optische Signalisierung;Sygnalizacja optyczna;;;;;X
