Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;;;;
353;PROV353;Bosnia;Balkan;Europe;Mediterranean;Hills;;;20;;0;0;0;0;1;0;0;0;1;16209;3251;16185;3221;16185;3223;16185;3223;0;16185;3223;16138;3194;16185;3221;;;;;;;;;;;16124;3252;-1;-1;;;;;;;
354;PROV354;Bosnia;Balkan;Europe;Mediterranean;Hills;;;20;;0;0;0;0;0;0;1;1;1;16271;3206;16304;3271;16315;3256;16315;3256;0;16302;3265;16355;3301;16304;3271;;;;;;;;;;;16292;3304;-1;-1;;;;;;;
355;PROV355;Bosnia;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;3;1;0;1;2;5;16349;3345;16302;3348;16302;3348;16302;3348;0;16308;3354;16260;3328;16302;3348;;;;;;;;;;;16212;3280;-1;-1;;;;;;;
356;PROV356;Bosnia;Balkan;Europe;Mediterranean;Mountain;;;20;;0;1;2736;0;0;0;0;3;5;16293;3464;16264;3399;16247;3467;16285;3488;1;16267;3443;16243;3366;16264;3399;;;;;;;;;;;16296;3424;-1;-1;;;;;;;
357;PROV357;Bosnia;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;0;1;0;5;0;0;16131;3258;16101;3237;16099;3237;16099;3237;0;16104;3244;16059;3193;16101;3237;;;;;;;;;;;-1;-1;-1;-1;;;;;;;
358;PROV358;Bosnia;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;0;0;0;0;0;2;16235;3268;16177;3316;16181;3318;16181;3318;0;16181;3318;16189;3360;16177;3316;;;;;;;;;;;-1;-1;-1;-1;;;;;;;
359;PROV359;Albania;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2736;4;1;1;0;1;0;16465;3580;16475;3616;16427;3625;16425;3651;1;16453;3621;16450;3652;16475;3616;;;;;;;;;;;16532;3564;-1;-1;;;;;;;
360;PROV360;Albania;Balkan;Europe;Mediterranean;Mountain;;;10;;0;0;0;0;0;0;1;2;1;16540;3708;16514;3771;16475;3787;16490;3808;9;16519;3762;16509;3803;16514;3771;;;;;;;;;;;8120;4768;-1;-1;;;;;;;
361;PROV361;Albania;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;0;0;0;1;2;1;16450;3523;16447;3562;16418;3594;16428;3601;9;16485;3554;16423;3518;16447;3562;;;;;;;;;;;8296;4808;8236;4819;8207;4848;-1;-1;;;
362;PROV362;Albania;Balkan;Europe;Mediterranean;Mountain;;;10;;0;1;2736;0;0;0;0;0;0;16495;3658;16476;3701;16428;3727;16439;3756;1;16464;3732;16504;3732;16476;3701;;;;;;;;;;;16544;3684;-1;-1;;;;;;;
363;PROV363;Thrace;Balkan;Europe;Mediterranean;Hills;;;10;;0;1;2742;0;0;0;0;0;0;16947;3593;16923;3615;16919;3637;16945;3639;7;16898;3610;16883;3593;16923;3615;;;;;;;;;;;16924;3572;-1;-1;;;;;;;
364;PROV364;Thrace;Balkan;Europe;Mediterranean;Mountain;;;10;;0;1;2742;0;1;0;0;0;7;16827;3583;16818;3619;16831;3671;16865;3648;7;16857;3619;16778;3618;16818;3619;;;;;;;;;;;16924;3572;-1;-1;;;;;;;
365;PROV365;Thrace;Balkan;Europe;Mediterranean;Hills;;;40;;0;1;2742;0;1;0;2;2;1;16711;3663;16752;3664;16773;3730;16801;3724;7;16761;3706;16783;3657;16752;3664;;;;;;;;;;;16816;3612;-1;-1;;;;;;;
366;PROV366;Thrace;Balkan;Europe;Mediterranean;Mountain;;;10;;0;0;0;0;0;0;2;2;1;16668;3653;16652;3709;16711;3723;16714;3751;1;16679;3722;16652;3745;16652;3709;;;;;;;;;;;16700;3660;-1;-1;;;;;;;
367;PROV367;Thrace;Balkan;Europe;Mediterranean;Mountain;;;10;;0;1;2739;0;0;0;2;2;1;16597;3857;16546;3846;16526;3870;16553;3882;1;16562;3855;16542;3795;16546;3846;;;;;;;;;;;16608;3740;-1;-1;;;;;;;
368;PROV368;Thrace;Balkan;Europe;Mediterranean;Hills;;;40;;0;1;2742;2;1;0;0;0;5;16667;3769;16714;3814;16741;3795;16768;3820;5;16716;3860;16678;3851;16714;3814;;;;;;;;;;;16676;3864;-1;-1;;;;;;;
369;PROV369;Thrace;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;2;0;0;2;2;1;16628;3832;16604;3771;16605;3770;16605;3770;0;16582;3803;16581;3724;16604;3771;;;;;;;;;;;7928;3240;-1;-1;;;;;;;
370;PROV370;Thrace;Balkan;Europe;Mediterranean;Hills;;;10;;1;1;2742;0;0;0;0;0;0;16987;3547;16989;3603;16967;3639;16982;3646;3;16989;3593;16983;3617;16989;3603;;;;;;;;;;;7928;2900;-1;-1;;;;;;;
371;PROV371;Attica;Balkan;Europe;Mediterranean;Mountain;;;10;;0;1;2739;0;0;0;2;2;1;16470;3825;16551;3984;16568;4030;16578;3999;15;16559;3986;16564;3928;16551;3984;;;;;;;;;;;16596;3940;-1;-1;;;;;;;
372;PROV372;Attica;Balkan;Europe;Mediterranean;Hills;;;30;;1;1;2739;0;0;0;0;0;0;16690;3976;16647;4014;16616;4027;16642;4048;1;16660;4006;16668;4046;16647;4014;;;;;;;;;;;16736;4004;-1;-1;;;;;;;
373;PROV373;Attica;Balkan;Europe;Mediterranean;Mountain;;;40;;0;1;2743;1;1;0;2;0;0;16735;3998;16723;4065;16806;4056;16788;4087;1;16750;4100;16682;4092;16723;4065;;;;;;;;;;;16808;4036;-1;-1;;;;;;;
374;PROV374;Attica;Balkan;Europe;Mediterranean;Mountain;;;10;;0;1;2742;5;0;0;1;0;0;16775;3872;16838;3915;16869;3921;16888;3952;5;16842;3915;16892;3863;16838;3915;;;;;;;;;;;16937;3918;16977;3873;-1;-1;;;;;
375;PROV375;Attica;Balkan;Europe;Mediterranean;Mountain;;;10;;0;0;0;0;1;0;0;1;6;16706;3888;16761;3934;16742;3899;16769;3958;15;16702;3926;16803;3944;16761;3934;;;;;;;;;;;16772;3764;-1;-1;;;;;;;
376;PROV376;Attica;Balkan;Europe;Mediterranean;Mountain;;;20;;0;0;0;0;0;0;1;0;0;16609;3937;16634;3913;16596;3950;16615;3971;1;16654;3946;16667;3904;16634;3913;;;;;;;;;;;16772;3764;-1;-1;;;;;;;
377;PROV377;Attica;Balkan;Europe;Mediterranean;Hills;;;40;;1;1;2743;4;2;0;0;0;2;16831;3944;16848;3982;16827;4012;16859;3959;5;16863;4008;16799;3978;16848;3982;;;;;;;;;;;16824;3912;-1;-1;;;;;;;
378;PROV378;Greek Island;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2743;0;0;0;0;0;0;17164;4189;17152;4213;17086;4108;17167;4210;15;17173;4167;17171;4169;17152;4213;;;;;;;;;;;17040;3996;17058;3896;17137;3943;-1;-1;;;
379;PROV379;Greek Island;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2743;0;0;1;1;1;1;17230;4096;17224;4131;17193;4116;17224;4099;7;17224;4128;17223;4129;17224;4131;;;;;;;;;;;17204;4036;-1;-1;;;;;;;
380;PROV380;Greek Island;Balkan;Europe;Mediterranean;Mountain;;;20;;0;1;2743;0;0;0;0;0;0;17041;4262;17081;4267;17046;4239;17071;4260;9;17078;4265;17096;4253;17081;4267;;;;;;;;;;;9596;380;-1;-1;;;;;;;
381;PROV381;Greek Island;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2743;0;0;0;2;0;0;17044;3981;16931;3974;16930;3990;16913;4117;7;17000;4060;17003;4124;16931;3974;;;;;;;;;;;8268;4952;-1;-1;;;;;;;
382;PROV382;Greek Island;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2738;1;0;0;0;0;0;17005;4258;16962;4263;16876;4283;16912;4282;7;16938;4268;16889;4259;16962;4263;;;;;;;;;;;17052;4260;-1;-1;;;;;;;
383;PROV383;Bosporus;Balkan;Europe;Mediterranean;Mountain;;;10;;1;1;2742;0;0;0;0;0;0;17018;3900;17021;3815;16934;3762;17022;3878;15;17032;3808;17044;3824;17021;3815;;;;;;;;;;;17048;3769;16972;3771;16986;3704;-1;-1;;;
384;PROV384;Bosporus;Anatolia;Europe;Mediterranean;Hills;;;20;;1;1;2742;0;0;0;0;0;0;17003;3628;17067;3618;17026;3663;17013;3686;3;17037;3628;17086;3598;17067;3618;;;;;;;;;;;7604;2856;-1;-1;;;;;;;
385;PROV385;Bosporus;Anatolia;Europe;Mediterranean;Hills;;;10;;0;1;2729;0;0;0;1;1;1;17020;3583;17071;3554;17127;3491;17131;3514;1;17070;3506;17106;3501;17071;3554;;;;;;;;;;;7604;2856;-1;-1;;;;;;;
386;PROV386;Anatolian North Coast;Anatolia;Europe;Mediterranean;Mountain;;;10;;0;0;0;0;0;0;0;0;0;18244;3350;18271;3418;18252;3462;18272;3458;3;18297;3449;18374;3461;18271;3418;;;;;;;;;;;17780;3440;-1;-1;;;;;;;
387;PROV387;Anatolian South Coast;Anatolia;Europe;Mediterranean;Hills;;;30;;0;0;0;1;0;0;0;0;2;17612;4127;17650;4133;17716;4095;17687;4115;2;17682;4148;17700;4106;17650;4133;;;;;;;;;;;16652;3384;-1;-1;;;;;;;
388;PROV388;Anatolian South Coast;Anatolia;Europe;Mediterranean;Mountain;;;30;;1;1;2740;0;0;1;1;1;4;17574;4161;17628;4167;17687;4168;17623;4200;1;17589;4189;17652;4171;17628;4167;;;;;;;;;;;17668;4008;-1;-1;;;;;;;
389;PROV389;Switzerland;Switzerland;Europe;Temperate;Hills;;;80;;0;0;0;4;2;0;0;2;0;15482;2940;15449;2921;15457;2958;15468;2955;0;15511;2910;15377;2908;15449;2921;;;;;;;;;;;15360;2948;-1;-1;;;;;;;
390;PROV390;Switzerland;Switzerland;Europe;Temperate;Mountain;;;60;;0;0;0;0;0;0;1;1;1;15559;2987;15522;2995;15493;3044;15495;3043;0;15467;3057;15462;3025;15522;2995;;;;;;;;;;;15488;3012;-1;-1;;;;;;;
391;PROV391;Switzerland;Switzerland;Europe;Temperate;Mountain;;;70;;0;0;0;3;1;0;1;0;0;15286;3024;15277;2998;15236;3021;15233;3021;0;15320;3070;15315;2925;15277;2998;;;;;;;;;;;15224;3064;-1;-1;;;;;;;
392;PROV392;Switzerland;Switzerland;Europe;Temperate;Mountain;;;70;;0;0;0;7;1;0;4;12;2;15384;2953;15388;2997;15370;3080;15378;3073;0;15339;2973;15378;3051;15388;2997;;;;;;;;;;;15348;3044;-1;-1;;;;;;;
393;PROV393;North Italy;Italy;Europe;Mediterranean;Clear;;;60;;0;0;0;4;2;0;3;3;3;15596;3117;15577;3168;15606;3182;15610;3167;5;15614;3201;15582;3197;15577;3168;;;;;;;;;;;15752;3256;-1;-1;;;;;;;
394;PROV394;North Italy;Italy;Europe;Mediterranean;Mountain;;;50;;0;0;0;3;0;0;2;2;2;15777;3010;15741;3055;15782;3017;15781;3020;5;15745;3026;15698;3090;15741;3055;;;;;;;;;;;15752;3256;-1;-1;;;;;;;
395;PROV395;North Italy;Italy;Europe;Mediterranean;Mountain;;;50;;0;0;0;3;1;0;0;6;1;15510;3065;15557;3083;15584;3105;15595;3075;5;15539;3123;15600;3028;15557;3083;;;;;;;;;;;15752;3256;-1;-1;;;;;;;
396;PROV396;North Italy;Italy;Europe;Mediterranean;Mountain;;;80;;0;1;2189;3;1;0;1;1;1;15482;3275;15389;3331;15415;3333;15485;3306;7;15329;3282;15356;3301;15389;3331;;;;;;;;;;;15380;3268;-1;-1;;;;;;;
397;PROV397;Black Sea;Black Sea;;Mediterranean;Ocean;;;100;;0;0;0;0;0;0;0;0;0;17127;3603;17165;3614;17135;3611;17135;3611;0;0;0;0;0;17165;3614;;;;;;;;;;;17135;3611;-1;-1;;;;;;;
398;PROV398;North Italy;Italy;Europe;Temperate;Mountain;;;70;;0;0;0;3;2;0;4;6;0;15434;3176;15394;3165;15393;3129;15397;3128;0;15340;3215;15418;3105;15394;3165;;;;;;;;;;;15360;3144;-1;-1;;;;;;;
399;PROV399;North Italy;Italy;Europe;Mediterranean;Clear;;;60;;0;0;0;0;1;0;2;2;1;15392;3212;15433;3242;15436;3249;15440;3249;0;15398;3276;15484;3224;15433;3242;;;;;;;;;;;14840;1740;-1;-1;;;;;;;
400;PROV400;North Italy;Italy;Europe;Mediterranean;Clear;;;80;;1;1;2735;1;3;0;1;6;1;15667;3129;15694;3165;15749;3153;15742;3187;1;15721;3131;15727;3204;15694;3165;;;;;;;;;;;15852;3108;-1;-1;;;;;;;
401;PROV401;North Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;2;1;0;0;4;0;15627;3039;15646;3084;15665;3075;15665;3075;0;15656;3077;15699;3047;15646;3084;;;;;;;;;;;15612;3104;-1;-1;;;;;;;
402;PROV402;North Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;2;0;0;0;0;0;15629;2996;15692;3005;15686;3010;15686;3010;7;15686;3010;15735;2987;15692;3005;;;;;;;;;;;29444;1512;-1;-1;;;;;;;
403;PROV403;North Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;1;2735;0;0;0;0;0;5;15904;3117;15878;3087;15859;3108;15861;3131;11;15884;3095;15884;3052;15878;3087;;;;;;;;;;;7016;1824;-1;-1;;;;;;;
404;PROV404;North Italy;Italy;Europe;Mediterranean;Hills;;;70;;0;1;2735;3;0;0;1;1;1;15823;3047;15832;3087;15825;3107;15847;3109;7;15834;3090;15846;3098;15832;3087;;;;;;;;;;;8444;4920;8471;5029;8542;5021;-1;-1;;;
405;PROV405;North Italy;Italy;Europe;Mediterranean;Plains;;;60;;0;1;2735;3;1;0;0;0;1;15816;3013;15788;3071;15792;3127;15810;3113;7;15795;3100;15754;3089;15788;3071;;;;;;;;;;;8472;5092;8496;5175;-1;-1;;;;;
406;PROV406;North Italy;Italy;Europe;Mediterranean;Hills;;;60;;0;1;2735;0;0;0;3;4;6;15894;3150;15884;3183;15858;3188;15883;3222;1;15886;3199;15866;3154;15884;3183;;;;;;;;;;;6860;2180;-1;-1;;;;;;;
407;PROV407;North Italy;Italy;Europe;Mediterranean;Urban;;;90;;0;0;0;8;4;0;3;12;3;15463;3117;15496;3162;15503;3140;15503;3140;0;15494;3164;15516;3194;15496;3162;;;;;;;;;;;15556;3172;-1;-1;;;;;;;
408;PROV408;Appennine Ridge;Italy;Europe;Mediterranean;Clear;;;70;;0;0;0;1;1;0;0;0;0;15519;3253;15584;3274;15617;3248;15625;3249;6;15561;3236;15625;3237;15584;3274;;;;;;;;;;;15852;3108;-1;-1;;;;;;;
409;PROV409;Bosporus;Anatolia;Europe;Mediterranean;Urban;;;40;;1;1;397;4;3;0;0;0;0;17118;3568;17164;3552;17170;3581;17194;3577;7;17164;3558;17201;3557;17164;3552;;;;;;;;;;;17080;3528;-1;-1;;;;;;;
410;PROV410;Appennine Ridge;Italy;Europe;Mediterranean;Mountain;;;80;;0;1;2189;4;2;0;0;0;0;15595;3341;15656;3379;15565;3346;15588;3381;1;15631;3394;15695;3394;15656;3379;;;;;;;;;;;15640;3404;-1;-1;;;;;;;
411;PROV411;Appennine Ridge;Italy;Europe;Mediterranean;Plains;;;70;;0;1;2734;4;2;0;0;0;0;15712;3236;15683;3287;15754;3261;15758;3294;13;15703;3326;15647;3315;15683;3287;;;;;;;;;;;15708;3304;-1;-1;;;;;;;
412;PROV412;Appennine Ridge;Italy;Europe;Mediterranean;Hills;;;60;;1;1;2734;0;1;0;0;0;2;15841;3451;15819;3403;15867;3403;15880;3443;5;15756;3345;15774;3379;15819;3403;;;;;;;;;;;15796;3380;-1;-1;;;;;;;
413;PROV413;Central Italy;Italy;Europe;Mediterranean;Hills;;;60;;0;1;2189;0;1;0;11;0;4;15616;3424;15666;3475;15606;3459;15632;3489;9;15668;3480;15701;3505;15666;3475;;;;;;;;;;;500;1992;-1;-1;;;;;;;
414;PROV414;Central Italy;Italy;Europe;Mediterranean;Mountain;;;50;;0;0;0;2;1;0;0;8;0;15768;3433;15767;3475;15752;3447;15752;3447;0;15791;3516;15740;3405;15767;3475;;;;;;;;;;;15788;3496;-1;-1;;;;;;;
415;PROV415;Central Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;1;2734;2;1;0;0;0;0;15849;3539;15890;3544;15910;3519;15935;3554;13;15900;3575;15881;3502;15890;3544;;;;;;;;;;;15900;3496;-1;-1;;;;;;;
416;PROV416;Central Italy;Italy;Europe;Mediterranean;Clear;;;60;;1;1;2182;1;1;0;0;0;0;15803;3606;15798;3637;15764;3635;15791;3659;9;15785;3604;15809;3646;15798;3637;;;;;;;;;;;15872;3640;-1;-1;;;;;;;
417;PROV417;Central Italy;Italy;Europe;Mediterranean;Mountain;;;50;;0;0;0;0;0;0;1;1;1;15837;3612;15852;3599;15868;3610;15882;3628;3;15819;3558;15906;3609;15852;3599;;;;;;;;;;;164;2176;243;2197;308;2141;282;2075;282;-1;-1
418;PROV418;Central Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;0;0;0;1;1;1;15838;3640;15855;3663;15845;3683;15868;3685;15;15883;3661;15830;3668;15855;3663;;;;;;;;;;;164;2176;243;2197;308;2141;282;2075;282;-1;-1
419;PROV419;Central Italy;Italy;Europe;Mediterranean;Urban;;;90;;1;1;2182;4;3;0;0;0;0;15732;3522;15743;3564;15709;3569;15732;3596;9;15748;3564;15720;3547;15743;3564;;;;;;;;;;;15720;3548;-1;-1;;;;;;;
420;PROV420;South Italy;Italy;Europe;Mediterranean;Clear;;;60;;0;1;2737;1;1;0;1;1;2;16053;3614;16017;3630;16084;3631;16074;3661;5;16054;3665;15960;3593;16017;3630;;;;;;;;;;;16052;3624;-1;-1;;;;;;;
421;PROV421;South Italy;Italy;Europe;Mediterranean;Urban;;;80;;0;1;2184;2;3;0;2;2;2;15898;3685;15931;3714;15920;3737;15942;3758;1;15951;3719;15962;3714;15931;3714;;;;;;;;;;;15960;3704;-1;-1;;;;;;;
422;PROV422;South Italy;Italy;Europe;Mediterranean;Clear;;;70;;1;1;2186;0;1;0;2;2;2;16260;3835;16245;3794;16162;3781;16199;3802;15;16278;3825;16157;3755;16245;3794;;;;;;;;;;;16268;3744;-1;-1;;;;;;;
423;PROV423;South Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;0;0;0;2;1;2;15948;3628;15968;3673;15918;3663;15993;3683;0;16007;3718;15983;3648;15968;3673;;;;;;;;;;;16120;3748;-1;-1;;;;;;;
424;PROV424;South Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;0;0;0;1;1;1;16050;3712;16081;3771;16144;3807;16056;3778;0;16097;3817;16043;3738;16081;3771;;;;;;;;;;;16120;3748;-1;-1;;;;;;;
425;PROV425;South Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;1;2184;1;1;0;1;1;1;16074;3992;16092;4027;16064;4012;16059;4042;9;16070;4063;16105;3981;16092;4027;;;;;;;;;;;16176;3920;-1;-1;;;;;;;
426;PROV426;South Italy;Italy;Europe;Mediterranean;Clear;;;60;;0;1;2737;0;1;1;1;1;0;16078;3693;16129;3719;16115;3684;16146;3703;5;16172;3730;16222;3751;16129;3719;;;;;;;;;;;16120;3748;-1;-1;;;;;;;
427;PROV427;South Italy;Italy;Europe;Mediterranean;Hills;;;60;;1;1;2184;0;1;0;0;0;0;15975;3742;16020;3792;15987;3810;16012;3824;9;16044;3810;16012;3751;16020;3792;;;;;;;;;;;16120;3748;-1;-1;;;;;;;
428;PROV428;South Italy;Italy;Europe;Mediterranean;Mountain;;;60;;0;0;0;0;1;0;0;0;0;16100;3938;16108;3902;16074;3900;16081;3935;1;16143;3955;16113;3837;16108;3902;;;;;;;;;;;16120;3748;-1;-1;;;;;;;
429;PROV429;Sicilian Gap;Italy;Europe;Mediterranean;Hills;;;40;;1;1;2181;0;0;0;0;0;0;16147;4472;16105;4460;16062;4470;16099;4499;1;16075;4437;16014;4353;16105;4460;;;;;;;;;;;15864;4304;-1;-1;;;;;;;
430;PROV430;Sicilian Gap;Italy;Europe;Mediterranean;Hills;;;50;;1;1;2184;2;2;0;0;0;2;15881;4080;15845;4096;15836;4048;15863;4067;1;15873;4129;15794;4082;15845;4096;;;;;;;;;;;15924;4128;-1;-1;;;;;;;
431;PROV431;Sicilian Gap;Italy;Europe;Mediterranean;Mountain;;;40;;0;0;0;0;0;0;0;0;0;15916;4073;15974;4078;15954;4064;15987;4053;9;15973;4088;16008;4056;15974;4078;;;;;;;;;;;16032;4188;-1;-1;;;;;;;
432;PROV432;Sicilian Gap;Italy;Europe;Mediterranean;Mountain;;;40;;0;1;2180;0;1;0;0;0;0;15977;4151;15956;4128;16011;4117;16003;4151;13;15970;4151;15989;4107;15956;4128;;;;;;;;;;;1304;1748;1124;1769;-1;-1;;;;;
433;PROV433;Sicilian Gap;Italy;Europe;Mediterranean;Hills;;;40;;1;1;2180;0;1;1;0;0;0;15890;4148;15964;4189;16012;4184;15973;4217;7;15992;4199;15987;4177;15964;4189;;;;;;;;;;;16032;4188;-1;-1;;;;;;;
434;PROV434;Ligurian Islands;Italy;Europe;Mediterranean;Hills;;;60;;1;1;2192;1;1;0;4;1;7;15408;3850;15441;3789;15443;3846;15479;3853;9;15438;3760;15487;3759;15441;3789;;;;;;;;;;;15420;3712;-1;-1;;;;;;;
435;PROV435;Ligurian Islands;Italy;Europe;Mediterranean;Mountain;;;50;;0;1;2189;0;0;0;0;0;6;15446;3631;15438;3684;15428;3637;15471;3612;1;15421;3709;15471;3721;15438;3684;;;;;;;;;;;2132;1256;-1;-1;;;;;;;
436;PROV436;Catalonia;Spain;Europe;Mediterranean;Hills;;;60;;0;1;2187;0;1;0;1;1;1;14587;3638;14640;3601;14631;3632;14685;3613;9;14609;3592;14698;3586;14640;3601;;;;;;;;;;;14576;3552;-1;-1;;;;;;;
437;PROV437;Catalonia;Spain;Europe;Mediterranean;Mountain;;;40;;0;0;0;0;0;0;1;2;1;14798;3476;14854;3525;14905;3499;14891;3532;15;14851;3519;14879;3494;14854;3525;;;;;;;;;;;14920;3776;-1;-1;;;;;;;
438;PROV438;Catalonia;Spain;Europe;Mediterranean;Mountain;;;30;;0;0;0;0;0;0;0;2;0;14614;3411;14560;3453;14583;3453;14583;3453;0;14534;3397;14580;3508;14560;3453;;;;;;;;;;;14628;3448;-1;-1;;;;;;;
439;PROV439;Catalonia;Spain;Europe;Mediterranean;Mountain;;;30;;0;0;0;0;0;0;0;2;1;14681;3416;14684;3499;14682;3479;14682;3479;15;14690;3492;14641;3543;14684;3499;;;;;;;;;;;14632;3852;14663;3911;-1;-1;;;;;
440;PROV440;Catalonia;Spain;Europe;Mediterranean;Hills;;;50;;1;1;2187;4;3;0;0;2;0;14757;3497;14771;3543;14788;3592;14818;3579;7;14772;3566;14746;3578;14771;3543;;;;;;;;;;;14764;3536;-1;-1;;;;;;;
441;PROV441;Cantabric Chain;Spain;Europe;Mediterranean;Hills;;;50;;1;1;2705;3;1;0;3;2;1;13894;3219;13891;3172;13880;3087;13914;3090;9;13880;3136;13793;3141;13891;3172;;;;;;;;;;;13828;3228;-1;-1;;;;;;;
442;PROV442;Cantabric Chain;Spain;Europe;Mediterranean;Hills;;;70;;0;0;0;2;1;0;2;0;0;14395;3532;14441;3504;14474;3478;14506;3494;0;14465;3538;14572;3570;14441;3504;;;;;;;;;;;14440;3440;-1;-1;;;;;;;
443;PROV443;Cantabric Chain;Spain;Europe;Mediterranean;Hills;;;60;;0;1;2703;2;1;0;2;2;0;14329;3310;14362;3289;14335;3238;14375;3253;5;14369;3316;14414;3274;14362;3289;;;;;;;;;;;14416;3320;-1;-1;;;;;;;
444;PROV444;Cantabric Chain;Spain;Europe;Mediterranean;Mountain;;;60;;0;1;2705;2;1;0;10;8;4;13984;3147;14056;3205;14034;3139;14079;3147;3;14073;3175;14119;3193;14056;3205;;;;;;;;;;;14204;3256;-1;-1;;;;;;;
445;PROV445;Cantabric Chain;Spain;Europe;Mediterranean;Mountain;;;30;;0;0;0;0;0;0;3;4;1;14273;3228;14226;3258;14220;3207;14282;3218;5;14226;3242;14182;3230;14226;3258;;;;;;;;;;;27256;9808;-1;-1;;;;;;;
446;PROV446;Cantabric Chain;Spain;Europe;Mediterranean;Hills;;;30;;0;0;0;0;0;0;1;2;1;14414;3322;14437;3364;14446;3367;14446;3367;0;14463;3331;14452;3298;14437;3364;;;;;;;;;;;23372;4244;-1;-1;;;;;;;
447;PROV447;Continental Spain;Spain;Europe;Mediterranean;Clear;;;30;;0;0;0;0;0;0;0;0;0;14090;3422;13990;3451;14023;3510;14040;3500;15;13960;3504;13912;3441;13990;3451;;;;;;;;;;;13404;4776;-1;-1;;;;;;;
448;PROV448;Continental Spain;Spain;Europe;Mediterranean;Clear;;;40;;0;0;0;0;1;0;2;3;0;13979;3273;14030;3314;14046;3274;14046;3274;0;14062;3365;14100;3275;14030;3314;;;;;;;;;;;23008;1140;-1;-1;;;;;;;
449;PROV449;Continental Spain;Spain;Europe;Mediterranean;Mountain;;;50;;1;1;2285;0;1;0;0;0;0;13895;3278;13837;3255;13752;3244;13746;3265;9;13866;3291;13796;3242;13837;3255;;;;;;;;;;;22720;1604;-1;-1;;;;;;;
450;PROV450;Continental Spain;Spain;Europe;Mediterranean;Mountain;;;30;;0;0;0;0;0;0;0;0;0;13955;3586;13912;3564;13948;3609;13971;3613;15;13866;3575;13979;3555;13912;3564;;;;;;;;;;;13404;4776;-1;-1;;;;;;;
451;PROV451;Continental Spain;Spain;Europe;Mediterranean;Clear;;;30;;0;0;0;1;1;1;0;0;1;14257;3334;14206;3363;14214;3347;14219;3325;0;14152;3313;14265;3409;14206;3363;;;;;;;;;;;14088;3340;-1;-1;;;;;;;
452;PROV452;Continental Spain;Spain;Europe;Mediterranean;Mountain;;;30;;0;0;0;0;0;0;0;0;0;14204;3464;14109;3513;14111;3549;14058;3604;7;14075;3492;14025;3549;14109;3513;;;;;;;;;;;13456;4708;-1;-1;;;;;;;
453;PROV453;Central Spain;Spain;Europe;Mediterranean;Hills;;;40;;0;0;0;0;0;0;0;0;0;13949;3635;13871;3643;13961;3603;13827;3698;0;13922;3674;13815;3614;13871;3643;;;;;;;;;;;13984;3600;-1;-1;;;;;;;
454;PROV454;Central Spain;Spain;Europe;Mediterranean;Clear;;;40;;0;0;0;3;0;0;0;0;0;14166;3696;14231;3685;14314;3655;14310;3676;0;14276;3644;14287;3713;14231;3685;;;;;;;;;;;23508;2012;-1;-1;;;;;;;
455;PROV455;Central Spain;Spain;Europe;Mediterranean;Clear;;;50;;0;0;0;0;0;0;0;0;0;14242;3512;14293;3554;14253;3625;14231;3615;0;14319;3600;14373;3581;14293;3554;;;;;;;;;;;22952;588;-1;-1;;;;;;;
456;PROV456;Central Spain;Spain;Europe;Mediterranean;Mountain;;;40;;0;0;0;0;0;0;1;1;1;14341;3379;14343;3431;14313;3469;14313;3469;0;14355;3471;14330;3507;14343;3431;;;;;;;;;;;14256;3472;-1;-1;;;;;;;
457;PROV457;Central Spain;Spain;Europe;Mediterranean;Hills;;;40;;0;0;0;2;1;0;0;0;0;14094;3698;14063;3675;14105;3652;14024;3695;0;14060;3630;14004;3644;14063;3675;;;;;;;;;;;14208;3668;-1;-1;;;;;;;
